,transcript_position,gene_ENSEMBL,gene_position,C001_L-92,C001_L-44,C001_L-3,C001_R+1,C002_L-92,C002_L-44,C002_L-3,C002_R+1,C003_L-92,C003_L-44,C003_L-3,C003_R+1,C004_L-92,C004_L-44,C004_L-3,C004_R+1,I4-FP1_methylKit p-value,I4-FP1_methylKit q-value,"I4-FP1_methylKit methylation difference, %"
ENST00000305105.3,65,ENSG00000106400.12,65,,,,0.3213167,,,,,0.2523826,,0.09315151,,,0.24243858,0.20791957,0.1460102,1.0,1.0,1.76152071135859
ENST00000305105.3,667,ENSG00000106400.12,667,,0.27948666,,0.37078872,,,,,0.3256596,,0.55122983,,,,0.40090054,0.26248667,1.0,1.0,1.21996704593197
ENST00000305105.3,89,ENSG00000106400.12,89,,0.11848986,,0.07395788,,,,,0.03592969,,0.06817801,,,0.04989306,0.06749817,0.044499792,1.0,1.0,1.04524921542266
ENST00000305352.7,1012,ENSG00000170989.10,1166,,,,,,,,,,,0.06060884,,,,,0.09841187,1.0,1.0,4.871164173411
ENST00000305352.7,1099,ENSG00000170989.10,1253,,,,,,,,,,,0.10347494,,,,,0.3779656,1.0,1.0,10.9581778931207
ENST00000305352.7,1106,ENSG00000170989.10,1260,,,,,,,,,,,0.41074333,,,,,0.33820373,1.0,1.0,2.47018299725037
ENST00000305352.7,1183,ENSG00000170989.10,1337,,,,,,,,,,,0.18228933,,,,,0.26847425,1.0,1.0,4.41837572171668
ENST00000305352.7,1247,ENSG00000170989.10,1401,,,,,,,,,,,0.90736675,,,,,0.93318844,1.0,1.0,3.08537349423482
ENST00000305352.7,1310,ENSG00000170989.10,1464,,,,,,,,,,,,,,,,0.9970605,1.0,1.0,
ENST00000305352.7,1343,ENSG00000170989.10,1497,,,,,,,,,,,0.75970507,,,,,0.74115264,1.0,1.0,2.92673829332217
ENST00000305352.7,1354,ENSG00000170989.10,1508,,,,,,,,,,,0.3427757,,,,,0.3928354,1.0,1.0,3.43812644828673
ENST00000305352.7,1394,ENSG00000170989.10,1548,,,,,,,,,,,0.96182376,,,,,0.95965874,1.0,1.0,2.99324714124342
ENST00000305352.7,1532,ENSG00000170989.10,1686,,,,,,,,,,,0.38123828,,,,,0.23710716,1.0,1.0,1.86581861611588
ENST00000305352.7,1579,ENSG00000170989.10,1733,,,,,,,,,,,0.33802065,,,,,0.44601327,1.0,1.0,3.95845582215169
ENST00000305352.7,1716,ENSG00000170989.10,1870,,,,,,,0.94596374,,,,0.7683916,,,,,0.94792044,1.0,1.0,1.65879339810613
ENST00000305352.7,1789,ENSG00000170989.10,1943,,,,,,,0.010447395,,,,0.039139234,,,,0.014096653,0.046160497,1.0,1.0,2.17453445631146
ENST00000305352.7,1900,ENSG00000170989.10,2054,,,,,,,0.20748515,,,,0.22814739,,,,0.12040492,0.28864878,1.0,1.0,1.55735252081757
ENST00000305352.7,2012,ENSG00000170989.10,2166,,,,,,,0.0062098624,,,,0.003143716,,,,0.022984076,0.007467985,1.0,1.0,0.692813236324277
ENST00000305352.7,2100,ENSG00000170989.10,2254,,0.026738882,,,,,0.02034179,,,,0.017384673,,,,,0.06988077,1.0,1.0,3.25201563723889
ENST00000305352.7,2214,ENSG00000170989.10,2368,,0.019174313,,,,,0.012025702,,,,0.006166172,,,,,0.023647463,1.0,1.0,1.89857180236238
ENST00000305352.7,2218,ENSG00000170989.10,2372,,,,,,,0.3141542,,,,0.49983376,,,,,0.7189946,1.0,1.0,2.64989644318572
ENST00000305352.7,2227,ENSG00000170989.10,2381,,0.003455627,,,,,0.002133298,,,,0.0010567904,,,,0.0013798833,0.0059403656,1.0,1.0,2.22053175920694
ENST00000305352.7,2238,ENSG00000170989.10,2392,,0.005649197,0.0032486557,,,,0.0074280025,,,,0.004248428,,,,0.003032267,0.011049366,1.0,1.0,1.40419068941297
ENST00000305352.7,2251,ENSG00000170989.10,2405,,0.10667503,0.11575159,,,,0.06496036,,,,0.10559392,,,,0.06957766,0.045034003,1.0,1.0,0.29207547040098
ENST00000305352.7,2261,ENSG00000170989.10,2415,,0.028767537,0.07557571,,,,0.0101316925,,,,0.012482953,,,,,0.066532776,1.0,1.0,1.57216163618973
ENST00000305352.7,2292,ENSG00000170989.10,2446,,0.0035558105,0.0021818995,,,,0.0012158751,,,,0.0013800741,,,,0.002925837,0.002712822,1.0,1.0,0.72280907204356
ENST00000305352.7,2301,ENSG00000170989.10,2455,,0.10460772,,,,,0.14091673,,,,0.1481878,,,,,0.09662829,1.0,1.0,0.736286132829242
ENST00000305352.7,2456,ENSG00000170989.10,2610,,0.00014935732,9.918213e-05,,,,0.00014320613,,,,0.000115692616,,,,0.00012170077,0.00017608404,1.0,1.0,0.839642985966315
ENST00000305352.7,2466,ENSG00000170989.10,2620,,0.021648288,0.01628319,,,,0.018675113,,,,0.027369952,,,,0.006518078,0.0035519123,1.0,1.0,0.117749947811815
ENST00000305352.7,2531,ENSG00000170989.10,2685,,0.39575523,0.31883812,,,,0.23878245,,,,0.22519116,,,,0.17684157,0.19670925,1.0,1.0,0.435387366198735
ENST00000305352.7,2551,ENSG00000170989.10,2705,,0.015162396,0.02188189,,,,0.059220947,,,,0.022037566,,,,0.048359502,0.03285681,1.0,1.0,0.591438072128861
ENST00000305352.7,2658,ENSG00000170989.10,2812,,0.0211658,0.0141528845,,,,0.011672211,,,,0.012665832,,,,0.018436015,0.028512288,1.0,1.0,1.09532411414543
ENST00000305352.7,2709,ENSG00000170989.10,2863,,0.39007998,0.5880983,,,,0.33900252,,,,0.34086555,,,,0.11228881,0.24876562,1.0,1.0,0.421556819783209
ENST00000305352.7,2751,ENSG00000170989.10,2905,,0.053915657,0.0075208424,,,,0.024620712,,,,0.008362639,,,,0.023933554,0.007198715,1.0,1.0,0.182471683932397
ENST00000305352.7,2761,ENSG00000170989.10,2915,,,0.112329125,,,,0.065510824,,,,0.0700077,,,,,0.2974282,1.0,1.0,3.60013340291962
ENST00000305352.7,931,ENSG00000170989.10,1085,,,,,,,,,,,0.8885031,,,,,,1.0,1.0,0.0
ENST00000305352.7,962,ENSG00000170989.10,1116,,,,,,,,,,,0.43579215,,,,,0.5384106,1.0,1.0,3.70642702031232
ENST00000305533.10,1184,ENSG00000247596.10,1184,,,,,,,,,,,,,,,,0.05268805,1.0,1.0,
ENST00000305533.10,1358,ENSG00000247596.10,1358,,,,,,,,,,,,,,,,0.2078137,1.0,1.0,
ENST00000305533.10,1412,ENSG00000247596.10,1412,,,,,,,,,,,,,,,,0.1289088,1.0,1.0,
ENST00000305533.10,1459,ENSG00000247596.10,1459,,,,,,,,,,,,,,,,0.24617818,1.0,1.0,
ENST00000305533.10,1482,ENSG00000247596.10,1482,,,,,,,,,,,,,,,,0.027419746,1.0,1.0,
ENST00000305533.10,1507,ENSG00000247596.10,1507,,,,,,,,,,,,,,,,0.051197458,1.0,1.0,
ENST00000305533.10,296,ENSG00000247596.10,296,,,,,,,,,,,,,,,,0.64224356,1.0,1.0,
ENST00000305533.10,302,ENSG00000247596.10,302,,,,,,,,,,,,,,,,0.036248468,1.0,1.0,
ENST00000305533.10,416,ENSG00000247596.10,416,,,,,,,,,,,,,,,,0.051520027,1.0,1.0,
ENST00000305533.10,511,ENSG00000247596.10,511,,,,,,,,,,,,,,,,0.39733213,1.0,1.0,
ENST00000305533.10,524,ENSG00000247596.10,524,,,,,,,,,,,,,,,,0.21858945,1.0,1.0,
ENST00000305533.10,549,ENSG00000247596.10,549,,,,,,,,,,,,,,,,0.0048228265,1.0,1.0,
ENST00000305533.10,583,ENSG00000247596.10,583,,,,,,,,,,,,,,,,0.3050282,1.0,1.0,
ENST00000305533.10,631,ENSG00000247596.10,631,,,,,,,,,,,,,,,,0.04167503,1.0,1.0,
ENST00000305533.10,661,ENSG00000247596.10,661,,,,,,,,,,,,,,,,0.30847907,1.0,1.0,
ENST00000305533.10,758,ENSG00000247596.10,758,,,,,,,,,,,,,,,,0.09435332,1.0,1.0,
ENST00000305533.10,772,ENSG00000247596.10,772,,,,,,,,,,,,,,,,0.015853703,1.0,1.0,
ENST00000305596.8,1038,ENSG00000169217.9,1038,,,,,,,,,,,,,,,,0.14068373,1.0,1.0,
ENST00000305596.8,105,ENSG00000169217.9,105,,,,,,,,,,,,,,,,0.038821436,1.0,1.0,
ENST00000305596.8,1090,ENSG00000169217.9,1090,,,,,,,,,,,,,,,,0.33500284,1.0,1.0,
ENST00000305596.8,1129,ENSG00000169217.9,1129,,,,,,,,,,,,,,,,0.69721735,1.0,1.0,
ENST00000305596.8,1135,ENSG00000169217.9,1135,,,,,,,,,,,,,,,,0.24692741,1.0,1.0,
ENST00000305596.8,1189,ENSG00000169217.9,1189,,,,,,,,,,,,,,,,0.9906494,1.0,1.0,
ENST00000305596.8,141,ENSG00000169217.9,141,,,,,,,,,,,,,,,,0.17248264,1.0,1.0,
ENST00000305596.8,208,ENSG00000169217.9,208,,,,,,,,,,,,,,,,0.357831,1.0,1.0,
ENST00000305596.8,254,ENSG00000169217.9,254,,,,,,,,,,,,,,,,0.06759671,1.0,1.0,
ENST00000305596.8,313,ENSG00000169217.9,313,,,,,,,,,,,,,,,,0.18369387,1.0,1.0,
ENST00000305596.8,394,ENSG00000169217.9,394,,,,,,,,,,,,,,,,0.0024482845,1.0,1.0,
ENST00000305596.8,451,ENSG00000169217.9,451,,,,,,,,,,,,,,,,0.6016639,1.0,1.0,
ENST00000305596.8,472,ENSG00000169217.9,472,,,,,,,,,,,,,,,,0.12923926,1.0,1.0,
ENST00000305596.8,484,ENSG00000169217.9,484,,,,,,,,,,,,,,,,0.04651891,1.0,1.0,
ENST00000305596.8,493,ENSG00000169217.9,493,,,,,,,,,,,,,,,,0.28098655,1.0,1.0,
ENST00000305596.8,541,ENSG00000169217.9,541,,,,,,,,,,,,,,,,0.08551671,1.0,1.0,
ENST00000305596.8,556,ENSG00000169217.9,556,,,,,,,,,,,,,,,,0.47460166,1.0,1.0,
ENST00000305596.8,570,ENSG00000169217.9,570,,,,,,,,,,,,,,,,0.10064266,1.0,1.0,
ENST00000305596.8,602,ENSG00000169217.9,602,,,,,,,,,,,,,,,,0.9558376,1.0,1.0,
ENST00000305596.8,630,ENSG00000169217.9,630,,,,,,,,,,,,,,,,0.78623915,1.0,1.0,
ENST00000305596.8,721,ENSG00000169217.9,721,,,,,,,,,,,,,,,,0.15416789,1.0,1.0,
ENST00000305596.8,783,ENSG00000169217.9,783,,,,,,,,,,,,,,,,0.0038741468,1.0,1.0,
ENST00000305596.8,828,ENSG00000169217.9,828,,,,,,,,,,,,,,,,0.23276,1.0,1.0,
ENST00000305596.8,836,ENSG00000169217.9,836,,,,,,,,,,,,,,,,0.1761969,1.0,1.0,
ENST00000305596.8,868,ENSG00000169217.9,868,,,,,,,,,,,,,,,,0.25760594,1.0,1.0,
ENST00000305596.8,899,ENSG00000169217.9,899,,,,,,,,,,,,,,,,0.36616498,1.0,1.0,
ENST00000305596.8,906,ENSG00000169217.9,906,,,,,,,,,,,,,,,,0.04906424,1.0,1.0,
ENST00000305596.8,988,ENSG00000169217.9,988,,,,,,,,,,,,,,,,0.16783601,1.0,1.0,
ENST00000305786.7,1041,ENSG00000172115.9,1041,,,,,,,0.057300948,,,,0.059028603,,,,,0.06387981,1.0,1.0,1.64738390505779
ENST00000305786.7,1075,ENSG00000172115.9,1075,,,,,,,0.030802548,,,,0.0052728415,,,,,0.051706325,1.0,1.0,4.29985586157011
ENST00000305786.7,1104,ENSG00000172115.9,1104,,,,,,,0.08374927,,,,0.18621606,,,,,0.18140507,1.0,1.0,2.01587074162448
ENST00000305786.7,1118,ENSG00000172115.9,1118,,,,,,,0.0012668371,,,,0.00077062845,,,0.0028536557,,0.0032834888,1.0,1.0,2.01394851947291
ENST00000305786.7,1123,ENSG00000172115.9,1123,,,,,,,0.07002596,,,,0.22380519,,,,,0.2002768,1.0,1.0,2.04481519403235
ENST00000305786.7,1131,ENSG00000172115.9,1131,,,,,,,0.6087455,,,,0.46177235,,,,,0.57618654,1.0,1.0,1.61469481335598
ENST00000305786.7,1226,ENSG00000172115.9,1226,,,,,,,0.06946139,,,,0.02305516,,,,,0.06341642,1.0,1.0,2.05638083132153
ENST00000305786.7,1248,ENSG00000172115.9,1248,,,,,,,0.0064251544,,,,0.07636068,,,,,0.02466538,1.0,1.0,0.893826106075944
ENST00000305786.7,153,ENSG00000172115.9,153,,,,,,,,,,,0.026459813,,,,,0.08280857,1.0,1.0,9.3887931105182
ENST00000305786.7,189,ENSG00000172115.9,189,,,,,,,,,,,0.020685364,,,,,0.08209471,1.0,1.0,11.9062023757474
ENST00000305786.7,232,ENSG00000172115.9,232,,,,,,,,,,,0.02642392,,,,,0.076180436,1.0,1.0,8.64903118083917
ENST00000305786.7,303,ENSG00000172115.9,303,,,,,,,,,,,0.06974814,,,,,0.09941731,1.0,1.0,4.27612736339635
ENST00000305786.7,349,ENSG00000172115.9,349,,,,,,,,,,,0.05572207,,,,,0.2520944,1.0,1.0,13.5724175358166
ENST00000305786.7,416,ENSG00000172115.9,416,,,,,,,,,,,0.013696969,,,,,0.012868762,1.0,1.0,2.81860066997304
ENST00000305786.7,432,ENSG00000172115.9,432,,,,,,,,,,,0.430943,,,,,0.57898945,1.0,1.0,4.0306220312199
ENST00000305786.7,492,ENSG00000172115.9,492,,,,,,,0.8978613,,,,0.81383705,,,,,0.767033,1.0,1.0,1.34433675185817
ENST00000305786.7,496,ENSG00000172115.9,496,,,,,,,0.022535825,,,,0.030723274,,,,,0.03142799,1.0,1.0,1.7702884909863
ENST00000305786.7,529,ENSG00000172115.9,529,,,,,,,0.030614197,,,,0.023826648,,,,0.026393747,0.030650616,1.0,1.0,1.1375309224051
ENST00000305786.7,535,ENSG00000172115.9,535,,,,,,,0.74037534,,,,0.71370196,,,,0.7842114,0.92039263,1.0,1.0,1.23361114676583
ENST00000305786.7,584,ENSG00000172115.9,584,,,,,,,0.23578243,,,,0.1090192,,,,0.056796025,0.05874815,1.0,1.0,0.438858264747586
ENST00000305786.7,637,ENSG00000172115.9,637,,,,,,,0.09407847,,,,0.07998133,,,,0.30273584,0.12877865,1.0,1.0,0.8102757609109
ENST00000305786.7,689,ENSG00000172115.9,689,,,,0.0135835055,,,0.07884891,,,,0.31994858,,,,0.011515414,0.019807005,1.0,1.0,0.244134489857525
ENST00000305786.7,726,ENSG00000172115.9,726,,,,0.19848189,,,0.26974475,,,,0.26761213,,,,0.11555815,0.17465018,1.0,1.0,1.71445924594506
ENST00000305786.7,779,ENSG00000172115.9,779,,,,,,,0.09656061,,,,0.15584387,,,,0.14668755,0.2618814,1.0,1.0,1.96857902674728
ENST00000305786.7,880,ENSG00000172115.9,880,,,,0.037848342,,,0.046097018,,,,0.03832059,,,,0.03078233,0.07298045,1.0,1.0,2.88616801165292
ENST00000305798.8,1005,ENSG00000168785.8,1005,,,,,,,,,,,0.0020497919,,,,0.0009784937,0.028451275,1.0,1.0,28.185526820852
ENST00000305798.8,1016,ENSG00000168785.8,1016,,,,,,,,,,,0.067072965,,,,0.14965874,0.2097882,1.0,1.0,2.90388801213924
ENST00000305798.8,1076,ENSG00000168785.8,1076,,,,,,,,,,,0.09963675,,,,0.31092492,0.09191628,1.0,1.0,0.671638051355354
ENST00000305798.8,1084,ENSG00000168785.8,1084,,,,,,,,,,,0.00043325423,,,,0.00032277108,0.0005844712,1.0,1.0,2.31925251285568
ENST00000305798.8,1192,ENSG00000168785.8,1192,,,,,,,,,,,0.017090594,,,,0.030530501,0.026358772,1.0,1.0,1.66053124145927
ENST00000305798.8,1216,ENSG00000168785.8,1216,,,,,,,,,,,0.036761295,,,,0.1475561,0.04123185,1.0,1.0,0.671100793281068
ENST00000305798.8,1223,ENSG00000168785.8,1223,,,,,,,,,,,0.018725038,,,,0.021070981,0.10535052,1.0,1.0,7.94178834822648
ENST00000305798.8,1227,ENSG00000168785.8,1227,,,,,,,,,,,0.15473504,,,,0.12888907,0.10471883,1.0,1.0,1.10765086226273
ENST00000305798.8,1241,ENSG00000168785.8,1241,,,,,,,,,,,0.5667178,,,,0.27475291,0.28319788,1.0,1.0,1.00965325340914
ENST00000305798.8,1258,ENSG00000168785.8,1258,,,,,,,,,,,0.9411092,,,,0.94867074,0.77897537,1.0,1.0,1.23661282487737
ENST00000305798.8,1279,ENSG00000168785.8,1279,,,,,,,,,,,0.4710215,,,,0.8622206,0.9184388,1.0,1.0,2.06662870906941
ENST00000305798.8,1340,ENSG00000168785.8,1340,,,,,,,,,,,0.5745544,,,,0.64421207,0.6572616,1.0,1.0,1.61785284427787
ENST00000305798.8,1361,ENSG00000168785.8,1361,,,,,,,,,,,0.09814312,,,,0.029084384,0.10595153,1.0,1.0,2.49831663757232
ENST00000305798.8,345,ENSG00000168785.8,345,,,,,,,,,,,0.08357762,,,,0.06424719,0.0723777,1.0,1.0,1.46885424713212
ENST00000305798.8,376,ENSG00000168785.8,376,,,,,,,,,,,0.16647443,,,,0.19808418,0.34583285,1.0,1.0,2.845903296592
ENST00000305798.8,478,ENSG00000168785.8,478,,,,,,,,,,,0.009270561,,,,0.012146413,0.0070792437,1.0,1.0,0.991630801811684
ENST00000305798.8,495,ENSG00000168785.8,495,,,,,,,,,,,0.37895712,,,,0.60680866,0.43433866,1.0,1.0,1.32183121633619
ENST00000305798.8,563,ENSG00000168785.8,563,,,,,,,,,,,,,,,,0.07228352,1.0,1.0,
ENST00000305798.8,61,ENSG00000168785.8,61,,,,,,,,,,,,,,,0.3396529,0.30078644,1.0,1.0,2.65671018854836
ENST00000305798.8,644,ENSG00000168785.8,644,,,,,,,,,,,,,,,,0.09334143,1.0,1.0,
ENST00000305798.8,69,ENSG00000168785.8,69,,,,,,,,,,,,,,,0.24642523,,1.0,1.0,0.0
ENST00000305798.8,734,ENSG00000168785.8,734,,,,,,,,,,,0.039512374,,,,0.41227493,0.05608938,1.0,1.0,0.372449908419737
ENST00000305798.8,746,ENSG00000168785.8,746,,,,,,,,,,,0.06309744,,,,0.08584909,0.13493092,1.0,1.0,2.71770520602259
ENST00000305798.8,767,ENSG00000168785.8,767,,,,,,,,,,,0.011700487,,,,0.002749777,0.0023337961,1.0,1.0,0.484516289806193
ENST00000305798.8,794,ENSG00000168785.8,794,,,,,,,,,,,0.0120306965,,,,0.0420897,0.0138966795,1.0,1.0,0.770320271027578
ENST00000305798.8,809,ENSG00000168785.8,809,,,,,,,,,,,0.020047665,,,,0.0052285315,0.014086211,1.0,1.0,1.67187468256942
ENST00000305798.8,818,ENSG00000168785.8,818,,,,,,,,,,,0.07669089,,,,0.22932354,0.09372477,1.0,1.0,0.918826965120566
ENST00000305798.8,872,ENSG00000168785.8,872,,,,,,,,,,,0.33419663,,,,0.1866571,0.09237041,1.0,1.0,0.532032726347183
ENST00000305943.9,1001,ENSG00000168159.15,1001,,,,,0.025587415,,,,,,0.07762356,,,,0.052946426,0.010664034,1.0,1.0,0.204870866158946
ENST00000305943.9,1022,ENSG00000168159.15,1022,,,,,0.9320671,,,,,,0.68452114,,,,0.8041441,0.88829863,1.0,1.0,1.10086350562821
ENST00000305943.9,1030,ENSG00000168159.15,1030,,,,,0.90107477,,,,,,0.8220997,,,,0.95726335,0.93258554,1.0,1.0,1.0437685213679
ENST00000305943.9,1155,ENSG00000168159.15,1155,,,,,0.93264407,,,,,,0.9018694,,,,0.93911994,0.7470051,1.0,1.0,0.807970978399773
ENST00000305943.9,1161,ENSG00000168159.15,1161,,,,,0.09770056,,,,,,0.18530142,,,,0.043001078,0.060952403,1.0,1.0,0.560906422540367
ENST00000305943.9,1283,ENSG00000168159.15,1283,,,,,0.64407814,,,,,,0.8579507,,,,0.72115624,0.7550623,1.0,1.0,1.01889263308658
ENST00000305943.9,1311,ENSG00000168159.15,1311,,,,,0.70311403,,,,,,0.8385361,,,,0.7036266,0.5588168,1.0,1.0,0.746656471160238
ENST00000305943.9,1528,ENSG00000168159.15,1528,,,,,0.0003142357,,,,,,9.7990036e-05,,,,0.00019340515,0.00013613701,1.0,1.0,0.674356343840759
ENST00000305943.9,1691,ENSG00000168159.15,1691,,,,,0.037033044,,,,,,0.050463032,,,,0.02274369,0.09977976,1.0,1.0,2.71534756341917
ENST00000305943.9,169,ENSG00000168159.15,169,,,,,,,,,,,0.19221358,,,,0.23901264,0.1778363,1.0,1.0,1.23719030814035
ENST00000305943.9,1705,ENSG00000168159.15,1705,,,,,0.26787692,,,,,,0.06579473,,,,0.12257775,0.08013884,1.0,1.0,0.52694101077174
ENST00000305943.9,1725,ENSG00000168159.15,1725,,,,,,,,,,,0.12059184,,,,0.054192282,0.35837024,1.0,1.0,6.15107772775836
ENST00000305943.9,1737,ENSG00000168159.15,1737,,,,,0.16454709,,,,,,0.15477885,,,,0.41118145,0.26246637,1.0,1.0,1.07787973233234
ENST00000305943.9,1847,ENSG00000168159.15,1847,,,,,,,,,,,0.059558295,,,,0.21169218,0.15087906,1.0,1.0,1.66870557553862
ENST00000305943.9,466,ENSG00000168159.15,466,,,,,0.22367823,,,,,,0.14422262,,,,0.3013746,0.35098857,1.0,1.0,1.57329199808539
ENST00000305943.9,501,ENSG00000168159.15,501,,,,,0.035934377,,,,,,0.045621146,,,,0.116258346,0.134411,1.0,1.0,2.03844655604001
ENST00000305943.9,531,ENSG00000168159.15,531,,,,,0.29883915,,,,,,0.25108308,,,,0.39070135,0.46821555,1.0,1.0,1.49331430751502
ENST00000305943.9,549,ENSG00000168159.15,549,,,,,0.18817303,,,,,,0.3346421,,,,0.31689492,0.23314099,1.0,1.0,0.832933903792148
ENST00000305943.9,592,ENSG00000168159.15,592,,,,,0.1319854,,,,,,0.15456405,,,,0.27391285,0.16820744,1.0,1.0,0.900367999774472
ENST00000305943.9,603,ENSG00000168159.15,603,,,,,0.28758615,,,,,,0.13088013,,,,0.29004258,0.16848919,1.0,1.0,0.713424487027586
ENST00000305943.9,623,ENSG00000168159.15,623,,,,,0.051909436,,,,,,0.045619868,,,,0.08207947,0.12810333,1.0,1.0,2.13970610366729
ENST00000305943.9,723,ENSG00000168159.15,723,,,,,0.13308318,,,,,,0.26116294,,,,0.19011024,0.16715612,1.0,1.0,0.8581550477178
ENST00000305963.3,3379,ENSG00000169446.6,3379,,,,,,,,,,,0.13237308,,,,,,1.0,1.0,0.0
ENST00000305963.3,3445,ENSG00000169446.6,3445,,,,,,,0.16478023,,,,0.23502126,,,,,,1.0,1.0,0.0
ENST00000305963.3,3492,ENSG00000169446.6,3492,,,,,,,0.005271566,,,,,,,,,,1.0,1.0,0.0
ENST00000305963.3,3579,ENSG00000169446.6,3579,,,,,,,0.033416796,,,,0.0071758153,,,,,,1.0,1.0,0.0
ENST00000305963.3,3584,ENSG00000169446.6,3584,,,,,,,0.049128186,,,,0.032597315,,,,,,1.0,1.0,0.0
ENST00000305988.6,1098,ENSG00000169252.6,1098,,,,,,,,,,,,,,,,0.009684396,1.0,1.0,
ENST00000305988.6,1122,ENSG00000169252.6,1122,,,,,,,,,,,,,,,,0.0005671382,1.0,1.0,
ENST00000305988.6,1345,ENSG00000169252.6,1345,,,,,,,,,,,,,,,,0.9255435,1.0,1.0,
ENST00000305988.6,1377,ENSG00000169252.6,1377,,,,,,,,,,,,,,,,0.956625,1.0,1.0,
ENST00000305988.6,1510,ENSG00000169252.6,1510,,,,,,,,,,,,,,,,0.01984663,1.0,1.0,
ENST00000305988.6,1522,ENSG00000169252.6,1522,,,,,,,,,,,,,,,,0.048489857,1.0,1.0,
ENST00000305988.6,1631,ENSG00000169252.6,1631,,,,,,,,,,,,,,,,0.20419851,1.0,1.0,
ENST00000305988.6,1724,ENSG00000169252.6,1724,,,,,,,,,,,,,,,,0.4002139,1.0,1.0,
ENST00000305988.6,1846,ENSG00000169252.6,1846,,,,,,,,,,,,,,,,0.96818763,1.0,1.0,
ENST00000305988.6,1870,ENSG00000169252.6,1870,,,,,,,,,,,,,,,,0.97865474,1.0,1.0,
ENST00000305988.6,1885,ENSG00000169252.6,1885,,,,,,,,,,,,,,,,0.5003354,1.0,1.0,
ENST00000305988.6,1891,ENSG00000169252.6,1891,,,,,,,,,,,,,,,,0.9933282,1.0,1.0,
ENST00000305988.6,518,ENSG00000169252.6,518,,,,,,,,,,,,,,,,0.9867028,1.0,1.0,
ENST00000305988.6,548,ENSG00000169252.6,548,,,,,,,,,,,,,,,,0.97090036,1.0,1.0,
ENST00000305988.6,587,ENSG00000169252.6,587,,,,,,,,,,,,,,,,0.17878532,1.0,1.0,
ENST00000305988.6,807,ENSG00000169252.6,807,,,,,,,,,,,,,,,,0.454881,1.0,1.0,
ENST00000305988.6,951,ENSG00000169252.6,951,,,,,,,,,,,,,,,,0.34095272,1.0,1.0,
ENST00000305988.6,991,ENSG00000169252.6,991,,,,,,,,,,,,,,,,0.98913825,1.0,1.0,
ENST00000306024.4,150,ENSG00000170860.4,150,,,,,,,,,,,,,,,,0.054255567,1.0,1.0,
ENST00000306024.4,221,ENSG00000170860.4,221,,,,,,,,,,,,,,,,0.22596192,1.0,1.0,
ENST00000306024.4,227,ENSG00000170860.4,227,,,,,,,,,,,,,,,,0.52674234,1.0,1.0,
ENST00000306024.4,251,ENSG00000170860.4,251,,,,,,,,,,,,,,,,0.024497438,1.0,1.0,
ENST00000306024.4,354,ENSG00000170860.4,354,,,,,,,,,,,,,,,,0.002167964,1.0,1.0,
ENST00000306024.4,386,ENSG00000170860.4,386,,,,,,,,,,,,,,,,0.25467464,1.0,1.0,
ENST00000306024.4,418,ENSG00000170860.4,418,,,,,,,,,,,,,,,,0.041356705,1.0,1.0,
ENST00000306024.4,433,ENSG00000170860.4,433,,,,,,,,,,,,,,,,0.0039334656,1.0,1.0,
ENST00000306024.4,507,ENSG00000170860.4,507,,,,,,,,,,,,,,,,0.04384228,1.0,1.0,
ENST00000306024.4,71,ENSG00000170860.4,71,,,,,,,,,,,,,,,,0.012801612,1.0,1.0,
ENST00000306077.5,1010,ENSG00000170876.8,1047,,,,,,,,,,,0.04828795,,,,0.0799994,0.1328425,1.0,1.0,3.10652219412124
ENST00000306077.5,1041,ENSG00000170876.8,1078,,,,,,,,,,,0.31194606,,,,0.29603505,0.29620427,1.0,1.0,1.46157963690681
ENST00000306077.5,1063,ENSG00000170876.8,1100,,,,,,,,,,,0.069836915,,,,0.06295687,0.058026433,1.0,1.0,1.31089944457867
ENST00000306077.5,1120,ENSG00000170876.8,1157,,,,,,,,,,,0.042763613,,,,0.014982915,0.03130131,1.0,1.0,1.62613984342054
ENST00000306077.5,1145,ENSG00000170876.8,1182,,,,,,,,,,,0.7841232,,,,0.71285695,0.5902989,1.0,1.0,1.18297941358808
ENST00000306077.5,1166,ENSG00000170876.8,1203,,,,,,,,,,,0.071330115,,,,0.11648055,0.15520087,1.0,1.0,2.47910633829021
ENST00000306077.5,1219,ENSG00000170876.8,1256,,,,,,,,,,,0.026454294,,,,0.04791384,0.18626584,1.0,1.0,7.51393762279957
ENST00000306077.5,1228,ENSG00000170876.8,1265,,,,,,,,,,,0.13100381,,,,0.12837431,0.07034037,1.0,1.0,0.813565577543703
ENST00000306077.5,1315,ENSG00000170876.8,1352,,,,,,,,,,,0.30902162,,,,0.47543153,0.4777643,1.0,1.0,1.82712364658106
ENST00000306077.5,1349,ENSG00000170876.8,1386,,,,,,,,,,,0.11871836,,,,0.28111985,0.069594994,1.0,1.0,0.52217366119161
ENST00000306077.5,1409,ENSG00000170876.8,1446,,,,,,,,,,,0.09825466,,,,0.34549275,0.13968366,1.0,1.0,0.944345748406734
ENST00000306077.5,1450,ENSG00000170876.8,1487,,,,,,,,,,,0.9944391,,,,0.9948538,0.99654865,1.0,1.0,1.50286865750136
ENST00000306077.5,1482,ENSG00000170876.8,1519,,,,,,,,,,,0.6637319,,,,0.78598213,0.76573205,1.0,1.0,1.58458571998506
